,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,labels,classes,word2vec_names
0,0.12048958,-0.019175798,0.04771958,0.0466498,0.04986404,-0.013366305,0.030513557,-0.020176983,0.03629583,0.001765204,-0.064835735,-0.012378501,-0.09374735,-0.019136464,0.018698268,-0.028262144,0.06149972,0.021687804,-0.060309377,-0.0036356694,-0.025473893,0.033875335,-0.013432367,-0.036034316,-0.0051046195,-0.0339884,-0.009151321,-0.06738985,0.10161166,-0.015169682,0.023956465,-0.0027101205,-0.0069781705,-0.09965035,-0.03250796,0.05232082,-0.037551932,0.069573194,0.03104962,0.09612467,0.028267696,0.0024504426,-0.021806022,0.05251081,0.037426386,0.013261566,0.088120304,-0.05371585,-0.06573325,-0.014352143,-0.021840906,-0.06997978,0.02799268,-0.04148786,0.014421474,0.041800216,0.089476235,0.020903604,-0.004653153,-0.07484243,-0.03323241,0.054949712,0.053342856,0.045240406,-0.00040772575,0.09140764,0.038871802,-0.027574599,0.036772106,0.016939122,0.03241406,0.0016322692,-0.054347,0.0040478515,0.026534092,-0.006350404,0.004559766,-0.06813529,-0.066937864,0.037032347,0.010916691,-0.053981848,-0.05533137,-0.028807303,0.008781048,-0.05979636,0.06693983,0.008338684,-0.02788936,0.046026666,0.008203009,-0.06134725,0.014846031,0.029961249,-0.068542086,-0.0068282066,0.056475747,-0.011595302,0.024546297,-0.011489031,-0.04241212,-0.007132712,-0.001793862,-0.032797806,0.07969589,-0.041151796,0.00961835,0.068455674,0.015660651,0.11794833,-0.0734282,-0.0025612253,0.051966444,0.0035323366,-0.05588588,-0.009419478,-0.012843863,0.049556978,-0.02988551,0.071216136,-0.023655236,-0.0893963,-0.03396834,0.039718594,-0.02878234,0.063053355,-0.00583478,-0.0021332067,-0.06525516,0.008340454,-0.03463875,-0.018675007,-0.011301676,-0.055988774,0.0041068797,-0.02559754,0.035507467,-0.039583337,0.009073905,-0.0034631502,-0.030950166,-0.0132500995,-0.0018283569,-0.0038721524,0.037119843,-0.055789325,0.03057935,0.028631689,0.08896834,-0.022118337,0.0070903366,-0.026525723,0.041493583,0.035253827,-0.041425984,0.008187877,-0.0017248339,-0.002785146,-0.023030467,-0.016919538,0.001799159,-0.018880866,-0.1181846,0.05344068,-0.095529735,-0.040479396,-0.032937665,-0.022814436,-0.03134653,0.024743827,0.051232267,0.036145374,0.06519901,0.010127133,0.07300665,-0.021122085,-0.02487754,0.034124777,-0.030074965,-0.02548239,0.021070365,0.05833725,-0.0018731316,-0.11274683,-0.08696645,0.027025683,-0.024155403,0.03264256,-0.048654746,0.033557188,0.06816874,-0.046971083,0.057492178,0.007347641,0.037994623,-0.10577889,-0.05432661,-0.045314807,0.046074606,0.020150118,1,antelope,Antelope
1,0.041990113,0.015466674,0.15708245,0.23595053,0.08169814,-0.2640797,-0.2000766,0.0012684052,-0.03336299,-0.334853,-0.10275277,-0.016057711,-0.61467534,-0.38832143,-0.17322814,-0.00494787,0.58367383,0.18298002,-0.3363119,0.18519355,-0.19348054,0.1844564,-0.06201135,0.13348553,0.27841005,0.10626708,0.38120413,0.025161847,0.2793711,-0.07873555,0.042595133,-0.20823327,0.11220597,0.2124644,-0.08698358,0.16089535,0.04001161,0.7300996,0.34881303,0.08402208,0.10255638,0.13208792,0.09073093,0.06625089,0.47086436,0.025210258,-0.24514958,-0.5289205,-0.16658814,0.15789711,-0.103366055,-0.63745457,-0.1648455,-0.003823384,-0.27278218,0.4154108,0.60139304,0.20904063,-0.21750578,-0.1781008,0.0734129,0.0055202963,-0.29127198,-0.0154623,-0.17675585,0.50749147,0.06484479,0.017821215,0.28360155,-0.012001492,-0.22157596,0.17388865,-0.426315,0.17860204,0.078566864,0.014934515,-0.027808895,-0.013511685,-0.08074493,-0.13630152,-0.22307701,-0.07081341,-0.08600354,-0.07952776,-0.243689,-0.15597034,-0.2834723,0.05452463,-0.14076413,0.02574158,0.59747595,-0.47841054,-0.3146198,0.18053347,-0.14246674,-0.10418708,-0.26283368,0.014428175,0.48666298,0.05556499,-0.07016275,0.3239934,-0.29912138,-0.11918506,0.4142039,-0.11684933,-0.29490897,0.12675224,0.24980588,0.2861115,-0.12529509,-0.36245885,0.05305665,0.24678533,-0.2668893,0.31110525,0.13593362,-0.039284863,-0.006875959,0.23363136,-0.17411222,-0.33254847,0.20695998,0.14951396,0.053420197,0.46481356,-0.04682238,-0.48728046,-0.2358584,-0.14019078,0.5277113,-0.29861295,0.06801178,-0.057806257,0.36020258,0.1835656,0.24815553,-0.2760412,0.024827082,-0.22222431,0.18783286,-0.1626845,0.14495315,0.2640945,0.13787581,-0.082972005,0.3673052,0.035394996,0.5921084,-0.2153701,0.29352805,0.053249825,0.29402164,-0.197622,-0.0008924815,0.374433,-0.058140982,-0.03957897,0.043296486,-0.0067232465,0.09267118,0.17112845,-0.31061354,0.06903457,-0.40840486,-0.005300885,-0.25517625,0.014085026,0.18178307,-0.011671947,-0.024224775,0.1462552,-0.002944006,0.15409759,-0.11322034,0.071521625,-0.3690273,0.23403905,0.4222415,-0.35191727,0.46000406,0.4985928,0.5939405,-0.043340683,-0.27748513,-0.0017339335,-0.36100048,0.029978395,-0.05603346,0.2760918,0.18652825,0.10163091,-0.16739202,-0.52151066,-0.085866414,-0.3479979,-0.40843156,-0.06372942,0.04016042,0.015981413,2,grizzly+bear,Grizzly_bear
2,-0.01677279,-0.072783895,0.020244561,-0.07925028,-0.2833073,0.008598922,-0.20915577,0.6935199,-0.22398223,-0.18228501,-0.095162086,0.3404867,-0.1621901,-0.24355698,-0.14011255,0.11567773,0.094899446,-0.033541195,-0.6752582,0.14652437,-0.25931984,-0.18195552,-0.02057332,0.021528952,-0.13828191,-0.3542753,-0.59373575,-0.5941084,0.17113939,0.24346697,-0.06968579,-0.050809074,0.46536067,0.03583717,-0.23378356,0.14715232,-0.21021582,0.20892788,0.3348201,0.17960136,-0.1360033,0.5077194,-0.23437612,-0.27597663,0.7908115,0.28999886,0.048054148,-0.40602684,-0.114641465,0.2219741,-0.48921376,-0.013745066,0.2637431,-0.42076647,0.45132118,0.16999714,0.34925118,-0.16382712,-0.1386858,-0.28041,0.210952,-0.13802867,0.043299664,-0.3643936,0.20738612,0.24366733,0.45739207,-0.48465335,0.25174814,0.13743235,0.3960568,-0.08176005,-0.35417116,-0.061394975,0.15498044,-0.121548384,-0.025974495,-0.018674577,-0.7549638,0.09113734,0.067620546,-0.1342561,0.08350243,-0.0025131272,-0.019056166,-0.21000688,0.39098778,0.11610328,0.25139028,0.2182739,-0.23621146,-0.8127398,-0.079287715,0.5515602,0.39298642,-0.5643789,0.31388435,0.41779903,0.5126834,-0.12518135,0.020754734,0.21429816,0.03415593,0.07720768,0.8768252,-0.035668105,-0.18619807,0.08118008,0.28676027,0.65199023,-0.37822828,-0.20496096,0.09423273,0.2782645,0.18726604,0.11646436,0.05408719,0.12863813,0.16109209,0.31821817,-0.47414014,-0.47134876,-0.16663694,0.19309454,0.17334259,0.25924647,-0.17918082,0.033366464,0.24841806,0.38602272,0.19913597,-0.16864012,0.6132496,0.33763948,-0.16471773,0.10003732,0.09301541,-0.15793382,0.31408858,-0.38169864,-0.24013694,-0.19075885,0.2385781,0.19441801,0.5888768,0.22983758,0.031164773,0.18863808,0.5341384,-0.15802598,-0.09871309,-0.28520176,0.22371265,0.22044423,0.067613624,0.082872815,-0.21700862,-0.070376664,-0.5344063,0.26102886,-0.01842917,0.15896381,-0.44646296,0.47993734,-0.54038954,0.28288862,-0.28464985,-0.25703156,0.28497633,0.41598794,0.33770826,0.053490113,0.2813903,0.16426086,0.37232977,-0.4954457,-0.69946367,0.20194107,0.089067385,-0.12578718,0.33898062,0.11015345,-0.03528389,-0.24612206,-0.38814116,0.029929675,-0.10418237,0.023527358,-0.4472549,0.52140653,0.29643005,-0.46940172,0.32569745,-0.4799056,0.027153939,-0.7339373,-0.33280155,-0.040293682,0.1944564,0.35072997,3,killer+whale,Killer_whale
3,0.13112341,0.05207796,0.034427755,0.023569997,0.39573127,0.26255506,0.053122915,0.040118854,-0.15789415,0.022913162,-0.029280398,-0.12809084,-0.11586285,0.041216202,0.23955189,-0.28377888,0.4586675,-0.03086294,-0.0016427869,-0.062093165,-0.09064243,0.44042954,0.043521635,0.0046963478,-0.05833529,0.37873125,-0.14751275,-0.42193982,0.25663647,0.08230385,0.06569035,-0.21847959,-0.35769644,0.027953945,-0.10408726,0.029426385,-0.20531824,0.07396426,0.17103794,0.039581273,0.0031949314,0.13660295,-0.105637394,0.066546276,0.10484419,0.16732956,0.14057815,-0.31007865,0.04642529,0.018101467,-0.041903242,0.016642952,0.26452827,-0.14600196,-0.191171,0.2035645,0.24427003,-0.03130986,0.25318423,-0.1422525,0.007221779,0.23766421,0.18628529,0.06529226,-0.16300787,0.20712942,0.052427936,-0.15168045,0.2583154,0.12224341,0.078327745,-0.010742874,-0.05039704,0.13125947,-0.14467251,-0.11759319,0.25379175,-0.020128565,-0.1049303,0.26132154,0.0075405044,-0.24451452,-0.15606724,-0.07841877,-0.35656926,-0.10083607,-0.26010346,-0.12585008,0.13712157,0.07628863,0.24627127,-0.39290938,-0.13431253,-0.07379078,-0.43805748,-0.0070024636,0.17214316,-0.005172439,-0.086808376,0.10975964,0.019488432,0.1167125,-0.03989666,-0.1575395,0.18694855,-0.03200058,-0.10657216,0.117802076,0.13803676,0.4091454,-0.19633183,-0.07441263,0.30720845,0.14747317,-0.33769798,0.21146046,0.093264535,0.13454983,0.00040540856,-0.020368092,-0.34473088,-0.5858081,-0.084141456,0.040372264,0.029613199,0.13277823,0.21914884,-0.080478795,-0.25129566,0.1063246,0.50863844,-0.31245205,0.22362918,0.44607976,0.09035546,0.027261494,0.23238766,-0.029665247,0.11486813,-0.13816912,0.005136597,-0.07260093,0.078367986,0.09570586,0.059189748,0.012884158,0.20737557,-0.044153016,0.23841815,-0.13326937,-0.068371564,-0.04196142,0.20023221,0.2884192,0.14361146,0.28739104,-0.08220855,0.017207716,-0.014820472,-0.10630672,-0.013959862,0.16817977,-0.15862457,-0.13474093,-0.25554553,-0.37984,-0.15992373,-0.3139118,0.013068674,0.11026493,0.1541188,0.13579106,0.09828122,0.079075426,0.053851344,-0.19551706,-0.40428603,0.23611179,0.22388685,-0.18567972,0.020696945,0.15913606,0.17872834,-0.2891145,-0.30700058,-0.063791275,-0.13877276,0.12214438,-0.28322,0.15843219,0.12921645,-0.16602878,0.14757036,-0.09400148,0.109868884,-0.18193556,-0.17958896,-0.11066772,0.17182483,-0.03586186,4,beaver,Beaver
4,0.10032823,-0.013044286,0.020031575,0.025135636,0.070614524,0.0076120566,0.039043583,-0.008946392,0.023454823,-0.0100187,-0.06552278,0.00060583226,-0.073841676,0.009559834,0.00491443,0.006983353,0.035223953,0.035886724,-0.02764673,0.020113654,-0.04567561,0.02459149,0.009131551,-0.034145623,0.0063570216,-0.00543924,-0.04248862,-0.048707843,0.065745465,-0.015831392,-0.016212936,-0.00832666,-0.015012397,-0.03225356,-0.017996337,0.036446277,-0.02388885,0.049305998,0.026424535,0.08905834,0.009659553,0.025821794,-0.003622004,0.024387648,0.039432317,0.009903679,0.07281872,-0.032024022,-0.052672252,0.0024690037,-0.038265925,-0.060428917,0.0192095,-0.055594448,0.00267775,0.02402354,0.0723205,0.024861751,0.012369007,-0.06471233,-0.01290268,0.050672054,0.056571487,0.034497965,-0.032995783,0.060374666,0.034927092,-0.038193695,-0.0056509706,-0.01621935,0.021620072,0.043984998,-0.03234215,0.0027362597,0.010485742,-0.00042056385,0.027527772,-0.021169629,-0.013895879,0.045582127,0.003713538,-0.04075926,-0.021352848,-0.022076586,0.037265554,-0.047405858,0.033883467,-0.014980739,-0.023473863,0.03140804,-0.011191313,-0.027642889,-0.004306703,0.023746096,-0.05814263,0.009159502,0.028468182,-0.023990737,0.0021315613,-0.006166975,-0.020332903,-0.014016777,0.0115620885,0.0022233005,0.021918058,-0.05934735,-0.0042691855,0.06561216,0.02886603,0.098594636,-0.0365701,0.0111773,0.08017643,-0.0018252069,-0.02484557,0.0025073811,-0.0101783015,0.05130946,-0.035676874,0.057945,-0.005779576,-0.09438601,-0.024163682,0.014105294,-0.04170628,0.054464478,0.00019975012,0.008077154,-0.023990938,-0.018291134,-0.001259255,-0.020318579,-0.011716932,-0.024760827,-0.04738322,-0.039334357,0.023764603,-0.012476983,0.006846132,-0.005287691,-0.027345,-0.01699031,0.009073371,0.021747764,0.073612235,-0.054396093,0.013442941,0.008993024,0.08094373,-0.021496091,0.014141763,-0.036741268,0.030408923,0.060995486,-0.0248038,0.037808392,-0.030213794,-0.0127457585,-0.009496491,-0.044398498,0.008056631,-0.0066697514,-0.078463525,0.033530228,-0.10808603,-0.035601046,-0.03910947,-0.03171219,-0.017766833,0.028689625,0.040656418,0.028116258,0.057143383,0.017404504,0.04812371,-0.0022925616,-0.038031917,0.0605816,-0.008772995,-0.02965116,-0.019985106,0.07308715,0.02913176,-0.11791008,-0.09686465,0.0048175864,-0.028343046,0.039510358,-0.072674595,0.028710235,0.069783226,-0.028031982,0.06934298,0.011254826,0.05196763,-0.10003817,-0.03830641,-0.022924732,0.03360275,-0.008446416,5,dalmatian,Dalmatian_(dog)
5,0.18687034,-0.06492703,0.013336703,0.03852984,0.08538657,0.00021573406,0.071196415,-0.010031613,0.00036034294,0.047902443,-0.06861211,0.011240661,-0.15954933,-0.046551883,0.10617218,-0.015281929,0.14506593,0.10290767,-0.098942585,0.019706005,-0.11111039,0.07026825,-0.027304778,-0.06376661,-0.03733604,0.024088304,-0.052915093,-0.066683024,0.13108614,-0.00884942,-0.09086599,-0.044001903,-0.07327174,-0.1392967,-3.7495007e-05,0.060865495,-0.092194855,0.12007927,0.07147694,0.1320437,0.042881485,0.076755375,-0.07802233,0.06635175,0.06546492,-0.017572237,0.18727037,-0.120976426,-0.034427132,0.02189319,-0.037347388,-0.116695955,0.052262016,-0.00047343475,0.08621886,0.03525321,0.19080871,-0.009369075,0.06862979,-0.15776777,-0.0036647648,0.08032796,0.10799398,-0.043964185,-0.07774731,0.13254517,0.08173872,-0.14260593,0.105281286,0.09616448,-0.012977948,0.049324866,-0.16595909,-0.036818147,0.023302246,0.104219325,0.08184632,-0.049570076,-0.065348,0.08729373,-0.057648752,-0.048716348,-0.012859741,0.011720638,-0.06183752,-0.040310245,0.1099713,0.0028049692,-0.08038647,-0.00658211,0.008310521,-0.099727795,-0.087690614,0.03913732,-0.048476793,-0.023536388,0.110140614,-0.017556366,0.08519675,-0.040642984,-0.13039462,0.017413966,0.08962201,0.08182061,0.10318428,-0.0331881,-0.042736396,0.08493656,0.01742016,0.12028499,-0.019366382,-0.067811474,0.110919714,0.018799214,-0.051929306,-0.059047494,0.076309,-0.021434098,-0.059641954,0.08147535,-0.05679872,-0.16467533,0.029424129,0.031293664,-0.034505792,0.0861036,0.033112943,0.031475354,-0.12086876,0.08334812,0.03407542,-0.0855654,-0.009310776,-0.020802425,-0.0058699483,-0.075986914,0.1032061,-0.06667909,-0.0024246825,-0.04023254,-0.00250192,-0.025679393,0.055486992,0.028373145,0.07968626,-0.023976743,0.058506403,-0.001670379,0.12719563,-0.06325027,0.05951359,-0.08311719,0.12878294,0.08951657,-0.1139789,0.044375673,-0.027033865,0.0710177,-0.0719521,-0.034879617,-0.028967608,0.049595438,-0.19515043,0.056192487,-0.21544479,-0.11274072,-0.08093877,-0.084837355,-0.07453868,0.030131584,0.07460867,0.10756313,0.12068351,-0.016261104,0.13122007,-0.110122204,-0.114054814,0.1261248,0.01948566,-0.052052822,-0.0026077293,0.10169599,0.057394173,-0.16737016,-0.08775574,0.06701616,-0.13538736,0.09101059,-0.094059326,0.07701041,0.12973687,-0.03531575,0.20728496,-0.0042022415,0.08937774,-0.173565,-0.071484014,0.013292961,0.13104706,-0.020827185,6,persian+cat,Persian_cat
6,-0.4917956,0.1507767,0.3137641,0.95022446,0.14887914,0.75845325,-0.9683534,-0.5606879,-0.701435,0.2835719,0.6938294,0.49465105,-0.78432083,-0.21172121,0.18998541,0.71134585,1.0158296,-0.5007325,-0.53308296,-0.49645987,-0.6374164,-0.37205994,-0.4621567,-0.16671869,-0.5163063,-0.2720113,-0.12056711,-1.6729482,0.20151237,-0.18698901,0.03291194,-0.55930465,1.2239791,-0.105645165,0.5941439,0.43956253,-1.2034461,1.591167,1.0262479,0.29209134,-0.4010572,0.17767382,0.27259052,-0.28032482,0.42325202,0.04539444,0.12752645,0.1979351,-0.2947737,-0.41949296,-0.0049268575,-0.3553297,-0.25637686,0.021161646,-0.69355,0.67737174,0.64547443,0.5213231,-0.4947595,-0.5773969,-0.21128851,-0.3066925,0.8361999,-0.36400616,0.18276379,1.9578968,0.17289856,-1.2089583,0.9475988,0.0705299,0.43555525,0.11938177,-0.719951,0.14392959,0.8718934,-0.10865622,1.3076588,0.061083414,-0.8889315,1.5537418,-0.111369066,0.5199521,-0.2005783,-0.12061945,-0.44395387,0.83421135,0.7105792,-0.46541876,-0.75108296,0.7270449,-0.024911268,-0.7941612,0.19736443,0.030041287,-0.7261733,-0.21629186,1.0526899,0.5389394,0.35125938,0.8406138,-1.219018,0.80096585,-0.12673298,0.5644032,0.17370562,0.0586872,-0.14200552,-0.5811955,0.27080768,1.5900555,0.08545217,0.42721993,-0.1701705,1.0135343,-0.26306,-0.33487827,-0.35735303,0.1443082,-0.4174062,1.0477021,0.47198322,-0.1641819,0.22962089,0.8860654,0.29301614,0.24692966,-0.7909083,-0.34911823,0.3856542,0.264089,0.16814859,-1.0176549,0.28200626,-0.040223323,0.65436393,0.7477814,0.5980677,0.28563216,1.0983917,-0.15231954,-0.54325515,-0.2721703,0.47262838,-0.38681966,-0.13037556,-0.15416043,0.27309993,1.3107873,0.8476522,1.2541279,0.289858,0.1181529,-0.40126425,0.06928812,-0.09102518,0.8221599,-0.14396462,-0.06210718,-0.25180164,0.05920527,-0.067325264,0.3315686,-1.7070185,0.3023486,-1.2981507,-0.5699788,-0.49679172,-0.22851877,-1.1293452,-0.16275765,0.44014916,-0.52452195,0.4445766,0.22566132,0.8541816,-0.88669974,-2.1260345,0.7035994,0.7295442,-0.57444805,0.24878891,0.84835935,-0.026249683,-1.0082176,-0.46917933,-0.72423315,-0.5262668,-0.58736026,-0.48375127,0.5159861,-0.15702063,-0.00083878933,0.80609125,-0.87705,0.3795515,0.0007946046,-0.10949208,0.22661266,-0.5632194,0.52752405,7,horse,Horse
7,0.10086021,-0.025847334,0.0066333776,0.0017316971,0.05212833,-0.007555678,0.03472329,-0.011367745,0.040541288,-0.005713396,-0.054126628,-0.010457369,-0.08412285,-0.0058784923,0.058302056,-0.0026197694,0.054767612,0.04461321,-0.018736154,0.009196263,-0.029487027,0.03934432,0.044404738,-0.014053333,-0.016338194,0.023007177,-0.014773441,-0.03220428,0.08006666,0.004770921,-0.0026055938,0.008996052,0.01188393,-0.058633655,-0.04004887,0.031039711,-0.012855324,0.069934785,0.010791736,0.0595202,0.009415613,0.015437786,-0.011817389,0.022912638,0.037028577,0.010272864,0.056680474,-0.024356456,-0.035383504,0.0073432373,-0.010029004,-0.020436564,0.005356759,-0.009785042,-0.011306344,0.045576837,0.08675241,0.026946073,0.0063665872,-0.047666114,-0.0112684835,0.054487035,0.02832191,-0.01637086,0.00044928142,0.07879353,0.054386213,-0.024946483,0.0073335418,0.010426953,0.047759604,0.0277047,-0.039417267,0.020619156,0.04011242,-0.001376414,0.0070736613,-0.013781883,-0.04600426,0.029222924,-0.010175604,-0.031032402,-0.02241683,-0.028506272,-0.02242165,-0.023894103,0.030975135,-0.035717845,-0.041969553,0.045526743,-0.0066600977,-0.029011097,-0.026854813,0.023118915,-0.024487583,0.025881039,0.036787815,-0.01268548,0.009656025,0.006492531,-0.022236194,-0.01050284,-0.009893949,0.014847013,-0.0059640044,-0.037418105,-0.0053833,0.039773505,0.008879768,0.08526834,-0.04431383,-0.018321496,0.0400006,0.010550378,-0.031733893,0.02099254,-0.027507968,0.012625584,-0.028805843,0.07902456,-0.029163526,-0.11798294,0.0011663962,0.027507475,0.0005502554,0.06155575,0.012058133,-0.023273073,-0.02119719,0.027947854,-0.0060519925,-0.03539173,-0.018693974,-0.0009551379,-0.03160153,-0.07771051,0.04430887,0.025036857,0.02260652,-0.006277089,-0.015925547,-0.054280046,0.019466333,0.033867385,0.06799611,-0.081267096,0.028540418,0.010472927,0.07464317,-0.020266416,-0.006438865,-0.04589056,0.012302535,0.036352757,-0.032686688,0.0323073,-0.0005842905,-0.051115885,0.0015500335,-0.039681602,-0.0051563326,-0.011885257,-0.101794064,0.027220655,-0.094749995,-0.038850192,-0.045718323,-0.023838501,-0.045865346,0.059370376,0.041366555,0.02805561,0.045667563,0.005355293,0.044781912,-0.039766688,-0.03418716,0.04479297,-0.027316041,-0.048216105,-0.045209624,0.07698215,0.036456857,-0.08382691,-0.08907449,0.055601373,-0.022047758,0.01021875,-0.06969337,0.04486714,0.061811425,-0.05562674,0.06357242,0.006215539,0.032950964,-0.08340361,-0.042788118,-0.035593383,0.01985086,0.0040638116,8,german+shepherd,German_Shepherd
8,0.11512049,-0.057821847,-0.026495166,-0.0029280235,-0.017478457,-0.010246803,-0.019685443,0.102113664,-0.0069967993,-0.012370097,-0.20744577,0.07467454,-0.16050428,-0.004053763,-0.031452283,0.018218884,0.07865735,-0.03025137,-0.0008953806,-0.022516709,-0.020964002,-0.062991746,0.010429155,0.039382335,0.013115789,-0.05353282,-0.062480904,-0.023507852,0.1732938,0.026099492,-0.04429759,-0.048737228,-0.0018614792,-0.14825179,-0.07033557,0.06616762,0.0033226851,0.09731275,0.035111614,0.094093844,-0.043973662,-0.099730425,-0.09749636,0.082377076,0.08717185,-0.016195595,0.12321953,-0.12713033,-0.11575717,-0.034543738,0.008815129,-0.034688067,0.066064686,-0.01374794,0.08120503,0.031447988,0.12204817,0.016846037,-0.007121005,-0.18978918,-0.002005041,-0.0026319087,0.035827797,-0.055015273,-0.0460463,0.015436455,0.015549241,-0.1902602,0.11122098,0.04656256,-0.03105003,0.12927799,-0.044279262,0.069210745,0.024532583,-0.08015703,-0.025255086,-0.06337414,-0.18907069,0.11272138,0.006779754,-0.1292648,-0.08782441,-0.001436392,0.05079602,-0.0006824209,0.11187966,-0.060392067,0.013227647,0.1320147,0.020029506,-0.07105776,-0.0059585115,0.00031459582,-0.020221202,-0.040102873,0.068783484,0.011131877,0.042680036,0.0021711623,-0.03828486,-0.00932057,0.05443807,0.08757667,0.09855442,-0.025677603,-0.008765751,0.117398,0.0092636,0.09997944,-0.020167122,-0.03745041,0.14056113,0.0023820964,-0.056772593,-0.005979773,-0.07024962,0.030866543,-0.031569824,0.15856314,-0.15165412,-0.11181651,-0.068187244,0.13635418,-0.06526618,0.11452897,0.010872101,-0.012391094,-0.015042405,0.04613831,-0.08969702,-0.080054216,0.058917046,-0.06355107,-0.0099264085,-0.11240841,0.038400333,-0.004556026,-0.028527088,-0.069859035,-0.029782353,-0.055930637,0.032028675,-0.036558405,0.042567533,0.007275209,-0.010411754,0.044663534,0.058388546,-0.08586154,-0.054061003,0.00074182154,0.06991916,0.15243165,0.009864912,0.06201663,-0.014416495,-0.00947718,-0.028578047,-0.041037068,-0.11281253,-0.023905028,-0.089523,0.14562218,-0.21585406,-0.07562813,-0.11266621,-0.07695446,-0.08166926,0.048551388,0.07697768,0.07711322,0.1003592,0.027618444,0.1902309,-0.042461738,-0.13539156,0.094777256,0.00041522953,-0.08925779,-0.003622063,0.067855224,0.00651143,-0.1447478,-0.31773528,0.011102298,-0.07699239,0.13360773,-0.19861808,0.15193473,0.058589134,-0.07704935,0.12404526,0.006296336,0.022181496,-0.23342267,-0.1465657,-0.072252735,0.031755134,-0.02235413,9,blue+whale,Blue_whale
9,-0.007838517,-0.40648836,-0.13601007,0.27052242,-0.41558877,0.55996674,-0.43802077,-0.078163184,0.18166392,-0.34189048,0.07035879,0.31003976,0.20359921,-0.3823823,0.22359858,-0.38269883,0.64243716,0.34200668,-0.29754096,-0.08861749,-0.34410536,0.41919288,-0.28267455,0.12723112,0.51630116,-0.093069,0.16051684,-0.5348912,0.62903565,-0.18304855,0.6730131,0.10206865,0.2198787,0.119107485,-0.43014503,0.3910833,-0.91993344,1.1363535,0.94345284,0.48684567,0.054217868,0.48090205,-0.57480025,0.0570445,0.31406957,0.43518823,-0.116697185,-0.2943341,0.072896615,-0.052024886,0.23866932,-0.93806237,0.56344044,0.104859166,-0.111407116,0.4263473,0.06808141,0.08267595,-0.066056244,-0.87296814,0.07525889,-0.19249597,0.029479815,-0.5050245,-0.3426298,0.88090277,0.60375315,-0.47740832,0.0509137,0.31378114,-0.26498082,0.22525649,-0.5248395,-0.42636293,0.015125995,0.19103535,0.35713136,0.73353195,-0.8946691,0.6827987,-0.50719476,-0.11039951,-0.12585944,-0.29147473,-0.4514354,-0.22741237,0.63736194,0.07003233,-0.110350795,0.25039,0.35080472,-0.5958544,-0.19116987,0.15712568,-0.14444512,-0.19089441,0.34727618,0.68943757,1.1440442,-0.2010907,-0.069507815,0.15182318,-0.32406163,0.21192949,0.3573735,0.24514118,-0.31403825,-0.12275104,-0.12011352,-0.003108636,-0.4577843,-0.2888167,0.01930441,0.1318559,0.07377426,0.77846366,0.4735901,-0.24087293,-0.23125555,0.15490209,0.109777674,-0.15105006,0.35766685,0.3124767,0.34005663,0.10426938,-0.28354913,-0.30340612,-0.16325338,0.4957579,0.34814155,-0.57121974,0.34189034,0.049295064,0.39863506,0.15046142,0.31575605,-0.28954044,0.19249783,-0.2953781,0.076724,-0.0053935335,0.6423318,0.4061142,-0.32114562,0.03775497,0.08756582,0.25736678,0.4312382,-0.26899785,0.48547244,-0.58060277,0.31458694,0.65321755,-0.34047177,0.48679125,0.21278556,-0.09411369,0.05589095,-0.12040746,0.18195195,0.5565556,-0.6425514,0.08879977,-0.51280373,-0.17532575,-0.028354086,-0.37768266,0.26502743,0.28223035,0.50190794,0.2379842,0.08711286,-0.20363924,0.34172347,-0.061719295,-0.37054715,0.6548432,0.08247245,-0.28297296,0.6210067,0.6328238,0.6095258,-0.5224019,-0.5951992,-0.2818704,-0.2504599,0.82588655,-0.3088655,0.3037798,0.39440346,-0.44240448,0.26821002,-0.4444157,0.08015719,-0.4324526,-1.0065379,0.10150849,0.01911043,0.13872106,10,siamese+cat,Cat
